number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,author_class
25.4,151.74,5.0090143305663615,9.33,1.13,0.27,-0.6202204724409448,1.14,0.33,0.33,0.01,0.23,0.22,0.57,2.08,2.14,0.34,0.685,0.0,0.0,0.0,0.24,0.0,0.27,0.21,0.09,0.0,0.0,0.0,0.0,0.04,0.29,0.77,0.11,0.0,0.06,1.14,0.0,2
23.14,134.68,4.778648899292529,8.86,0.94,0.33,-1.6648814174589432,0.68,0.37,0.37,0.01,0.23,0.24,0.6,2.01,1.83,0.29,0.77,0.0,0.0,0.0,0.13,0.02,0.16,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.76,0.14,0.0,0.01,1.11,0.0,2
26.3,156.83,5.058074534290858,10.05,1.48,0.17,-0.025243346007602696,1.04,0.32,0.32,0.0,0.31,0.12,0.61,2.29,2.32,0.64,0.685,0.0,0.0,0.0,0.15,0.01,0.26,0.19,0.13,0.03,0.0,0.0,0.02,0.0,0.18,0.65,0.05,0.0,0.0,1.05,0.0,2
24.57,149.01,5.106607719461385,8.81,1.24,0.27,-0.2637846560846562,1.16,0.39,0.39,0.03,0.1,0.21,0.63,1.71,1.87,0.39,0.735,0.0,0.02,0.0,0.17,0.04,0.26,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.21,0.87,0.19,0.0,0.08,1.2,0.0,2
25.36,151.14,4.8787214390543046,8.97,0.88,0.36,-0.1392687697160877,1.22,0.48,0.48,0.01,0.23,0.14,0.66,2.36,2.01,0.35,0.81,0.0,0.04,0.0,0.19,0.0,0.25,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.22,0.88,0.17,0.0,0.04,1.46,0.0,2
22.28,131.95,4.788751312922597,8.0,0.82,0.38,-2.0017874326750427,1.58,0.57,0.57,0.02,0.25,0.17,0.39,2.18,1.65,0.24,1.075,0.0,0.02,0.0,0.06,0.0,0.15,0.19,0.03,0.0,0.01,0.01,0.0,0.01,0.09,0.91,0.13,0.0,0.0,1.76,0.0,2
17.19,104.36,4.9572039118676825,5.35,0.81,0.55,-3.5110308900523552,1.28,0.5,0.5,0.03,0.24,0.23,0.36,2.01,0.98,0.15,0.835,0.0,0.02,0.0,0.06,0.03,0.12,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.89,0.09,0.0,0.02,1.51,0.0,2
21.65,135.86,5.176656854459236,7.53,1.12,0.83,-1.2328741339491902,1.15,0.5,0.5,0.0,0.41,0.14,0.49,2.02,1.78,0.25,1.93,0.0,0.02,0.0,0.07,0.06,0.15,0.17,0.2,0.02,0.02,0.0,0.0,0.0,0.07,0.76,0.1,0.0,0.1,1.55,0.0,2
22.77,137.4,5.076998383673203,8.45,0.9,0.32,-1.1335910847606492,1.46,0.31,0.31,0.01,0.38,0.13,0.62,1.76,2.06,0.35,0.765,0.0,0.0,0.0,0.13,0.1,0.36,0.08,0.11,0.01,0.0,0.0,0.0,0.01,0.16,0.65,0.1,0.0,0.01,1.1,0.0,2
13.12,73.88,4.462919597112554,4.45,0.62,0.11,-6.875639024390244,1.48,0.47,0.47,0.02,0.06,0.11,0.3,0.6,0.81,0.07,1.42,0.0,0.0,0.0,0.05,0.0,0.36,0.04,0.17,0.0,0.01,0.0,0.0,0.0,0.05,0.86,0.26,0.0,0.02,1.44,0.0,2
13.07,73.39,4.62734210979109,4.55,0.68,0.03,-6.411904284621269,1.03,0.36,0.37,0.0,0.05,0.03,0.31,0.4,0.8,0.18,1.075,0.0,0.0,0.0,0.01,0.04,0.28,0.02,0.45,0.01,0.0,0.0,0.0,0.0,0.02,0.81,0.38,0.0,0.08,1.21,0.0,2
16.01,84.2,4.156188283966007,6.38,0.52,0.03,-6.036793316677075,1.38,0.34,0.35,0.0,0.07,0.09,0.13,0.58,0.92,0.23,1.21,0.0,0.0,0.0,0.04,0.0,0.18,0.02,0.21,0.0,0.01,0.0,0.0,0.0,0.05,0.72,0.45,0.0,0.14,1.15,0.0,2
12.06,67.48,4.716571826806802,4.18,0.67,0.07,-7.119601658374792,0.86,0.19,0.19,0.0,0.26,0.09,0.15,0.29,0.65,0.14,1.5,0.0,0.0,0.0,0.05,0.0,0.05,0.01,0.43,0.0,0.0,0.0,0.0,0.0,0.05,0.36,0.22,0.0,0.0,0.57,0.0,2
14.86,80.99,4.408749499398702,5.39,0.67,0.01,-5.808328129205922,1.12,0.32,0.33,0.0,0.23,0.03,0.16,0.39,1.02,0.22,0.985,0.0,0.0,0.0,0.04,0.0,0.1,0.04,0.29,0.0,0.02,0.0,0.0,0.0,0.04,0.65,0.26,0.0,0.06,0.93,0.0,2
19.26,110.27,4.607134733078003,6.93,0.67,0.02,-2.8402822429906536,1.56,0.64,0.64,0.0,0.16,0.21,0.06,0.67,0.68,0.15,0.57,0.0,0.0,0.0,0.48,0.0,0.02,0.03,0.18,0.01,0.01,0.0,0.0,0.0,0.9,0.66,0.01,0.0,0.02,1.96,0.0,2
22.34,121.54,4.472173098838882,8.87,0.37,0.02,-2.826101880035811,1.76,0.33,0.33,0.0,0.86,0.46,0.32,0.43,1.4,0.26,0.68,0.0,0.01,0.0,0.08,0.04,0.17,0.11,0.2,0.0,0.03,0.0,0.0,0.0,0.1,0.42,0.05,0.0,0.0,1.14,0.0,2
20.83,109.3,4.257373033063063,8.62,0.33,0.08,-3.5121953432549198,1.13,0.3,0.3,0.01,0.56,0.33,0.37,0.35,1.46,0.32,0.7,0.0,0.0,0.0,0.11,0.02,0.14,0.06,0.33,0.0,0.02,0.0,0.0,0.0,0.12,0.34,0.0,0.0,0.0,0.95,0.0,2
15.73,84.53,4.630050912642814,6.52,0.58,0.03,-5.2094004450095355,0.61,0.23,0.23,0.0,0.29,0.25,0.09,0.36,0.98,0.25,0.855,0.0,0.0,0.0,0.02,0.04,0.07,0.11,0.21,0.0,0.01,0.0,0.0,0.0,0.02,0.33,0.0,0.0,0.0,0.69,0.0,2
12.84,70.21,4.843309208377886,4.73,0.73,0.02,-6.465266043613706,0.78,0.17,0.17,0.01,0.16,0.1,0.16,0.23,0.65,0.22,1.15,0.0,0.0,0.0,0.04,0.0,0.09,0.02,0.18,0.0,0.0,0.0,0.0,0.0,0.04,0.26,0.0,0.0,0.0,0.54,0.0,2
17.46,95.67,4.6231734528393975,6.38,0.99,0.07,-4.772925315005725,1.16,0.34,0.34,0.0,0.05,0.13,0.13,0.64,1.44,0.28,1.195,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.27,0.0,0.0,0.0,0.0,0.0,0.07,1.17,0.12,0.0,0.01,0.98,0.0,2
14.46,84.25,4.943184732954268,4.38,1.11,0.08,-5.731651175656985,1.32,0.4,0.42,0.0,0.02,0.12,0.13,0.74,1.01,0.21,1.55,0.0,0.0,0.0,0.03,0.0,0.03,0.02,0.26,0.0,0.0,0.0,0.0,0.0,0.03,1.2,0.04,0.0,0.02,1.27,0.0,2
14.25,78.5,4.749251301310298,4.98,0.91,0.01,-6.256499999999999,1.19,0.33,0.34,0.0,0.03,0.04,0.12,0.52,0.95,0.1,1.19,0.0,0.0,0.0,0.02,0.02,0.04,0.04,0.34,0.0,0.0,0.02,0.0,0.0,0.02,1.06,0.01,0.0,0.02,1.06,0.0,2
13.17,74.84,4.83142418026913,4.23,1.0,0.0,-6.430769096431282,1.01,0.34,0.34,0.0,0.02,0.01,0.16,0.66,0.72,0.08,1.225,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.03,0.0,0.0,1.01,0.0,2
13.63,78.53,5.136171382681145,4.41,0.98,0.01,-5.9802427732942025,1.4,0.43,0.44,0.04,0.07,0.15,0.09,0.54,0.98,0.19,1.47,0.0,0.0,0.0,0.01,0.0,0.02,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.01,1.16,0.02,0.0,0.02,1.32,0.0,2
12.52,72.56,5.04256583756445,3.87,1.01,0.01,-6.5508102236421735,1.22,0.38,0.38,0.0,0.06,0.06,0.06,0.66,0.96,0.27,1.055,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.25,0.0,0.0,0.0,0.0,0.01,0.04,0.99,0.02,0.0,0.0,1.17,0.0,2
13.61,77.82,4.80069563058197,4.08,0.93,0.02,-6.094443864805289,1.11,0.4,0.4,0.01,0.17,0.07,0.16,0.78,1.07,0.22,1.24,0.0,0.0,0.0,0.01,0.06,0.0,0.02,0.24,0.0,0.0,0.02,0.0,0.0,0.01,1.14,0.12,0.0,0.02,1.23,0.0,2
13.97,77.75,5.077120664438209,4.81,0.99,0.04,-6.2562311381531845,1.22,0.38,0.38,0.02,0.07,0.09,0.03,0.54,0.97,0.16,0.9,0.0,0.0,0.0,0.01,0.0,0.04,0.01,0.35,0.0,0.0,0.0,0.0,0.0,0.01,1.1,0.02,0.0,0.02,1.15,0.0,2
15.17,84.31,4.567580021025952,5.38,0.96,0.01,-5.823337442320367,1.32,0.45,0.45,0.0,0.08,0.05,0.09,0.67,0.98,0.13,1.27,0.0,0.0,0.0,0.02,0.04,0.0,0.01,0.25,0.0,0.0,0.0,0.0,0.0,0.02,1.22,0.05,0.0,0.0,1.35,0.0,2
13.74,79.31,5.146668999988501,4.75,0.96,0.01,-6.006072489082969,1.21,0.43,0.44,0.0,0.22,0.11,0.11,0.67,0.96,0.19,1.21,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.05,0.0,0.0,1.32,0.0,2
16.45,101.8,5.091585482576759,5.01,0.61,0.54,-3.737174772036475,1.79,0.85,0.85,0.0,0.26,0.05,0.43,1.46,1.07,0.24,0.73,0.0,0.0,0.0,0.08,0.0,0.11,0.2,0.04,0.01,0.01,0.0,0.0,0.01,0.08,1.12,0.42,0.0,0.16,2.5,0.0,2
18.43,113.21,5.063755604361586,5.85,0.51,0.47,-2.7231898534997274,2.07,0.78,0.79,0.01,0.09,0.05,0.41,1.65,1.41,0.19,0.74,0.0,0.0,0.0,0.05,0.0,0.14,0.24,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1.26,0.51,0.0,0.18,2.3,0.0,2
17.62,114.41,5.2274395622041,4.7,0.63,0.94,-2.570413393870602,2.88,0.88,0.88,0.0,0.09,0.02,0.47,1.52,1.12,0.18,0.9,0.0,0.0,0.0,0.07,0.0,0.31,0.26,0.13,0.0,0.0,0.0,0.0,0.05,0.07,1.48,0.39,0.0,0.36,2.58,0.0,2
19.47,121.07,5.009109155247754,5.9,0.52,0.94,-2.233063636363635,2.95,0.67,0.68,0.0,0.03,0.07,0.59,1.47,1.35,0.18,0.585,0.0,0.0,0.0,0.05,0.0,0.28,0.29,0.03,0.0,0.01,0.0,0.0,0.0,0.05,1.07,0.66,0.0,0.08,1.98,0.0,2
17.75,111.3,5.131624917058457,5.56,0.61,0.56,-2.9370211267605626,1.62,0.83,0.83,0.0,0.18,0.05,0.36,1.36,1.35,0.21,0.95,0.0,0.0,0.0,0.04,0.01,0.15,0.16,0.09,0.0,0.01,0.0,0.0,0.0,0.04,1.24,0.4,0.0,0.26,2.45,0.0,2
16.37,104.91,5.22586585222688,4.61,0.6,0.92,-3.2300127672571755,2.58,0.79,0.81,0.0,0.25,0.05,0.4,1.36,1.21,0.21,0.88,0.0,0.0,0.0,0.05,0.0,0.23,0.27,0.06,0.01,0.0,0.0,0.0,0.0,0.06,1.26,0.37,0.0,0.14,2.31,0.0,2
15.95,106.97,5.588092176369568,4.28,0.98,0.67,-2.3190924764890255,1.63,0.72,0.75,0.01,0.13,0.0,0.3,1.32,1.42,0.13,1.015,0.01,0.0,0.0,0.1,0.0,0.13,0.16,0.26,0.03,0.0,0.0,0.01,0.01,0.11,1.59,0.24,0.0,0.23,2.13,0.0,2
15.43,105.41,5.915961655753746,4.17,1.1,0.84,-2.9037322747893697,1.55,0.66,0.67,0.0,0.19,0.07,0.41,0.94,1.6,0.17,0.855,0.0,0.0,0.0,0.05,0.0,0.33,0.08,0.39,0.0,0.0,0.0,0.0,0.0,0.06,1.37,0.24,0.0,0.12,1.94,0.0,2
19.13,118.56,5.10281429022424,6.02,0.83,0.55,-2.3619189231573436,1.47,0.65,0.65,0.0,0.11,0.05,0.57,1.34,1.52,0.27,0.825,0.01,0.0,0.0,0.05,0.0,0.06,0.24,0.09,0.0,0.0,0.0,0.0,0.01,0.09,1.47,0.33,0.0,0.19,1.92,0.0,2
16.35,103.49,5.244372314319893,5.0,0.85,0.24,-3.38927981651376,1.6,0.69,0.7,0.0,0.08,0.02,0.51,1.41,1.62,0.19,0.91,0.02,0.0,0.0,0.05,0.0,0.13,0.28,0.15,0.0,0.0,0.0,0.0,0.0,0.07,1.46,0.14,0.0,0.11,2.11,0.0,2
11.69,72.86,5.263409617853195,3.84,0.83,0.98,-5.7415928999144565,1.04,0.0,0.13,0.01,0.67,0.1,0.16,0.96,0.9,0.12,0.26,0.0,0.0,0.0,0.02,0.0,0.29,0.1,0.18,0.01,0.0,0.0,0.0,0.0,0.1,0.52,0.29,0.0,0.1,0.39,0.0,2
11.7,71.74,5.164128533692542,3.88,0.82,0.69,-5.9439230769230775,0.95,0.0,0.13,0.0,1.12,0.28,0.19,0.76,0.87,0.15,0.26,0.0,0.0,0.0,0.01,0.02,0.18,0.06,0.22,0.01,0.0,0.0,0.0,0.0,0.07,0.48,0.35,0.0,0.0,0.4,0.0,2
12.25,73.11,4.779020895259149,3.99,0.74,0.68,-5.899846938775511,1.37,0.11,0.21,0.0,0.98,0.16,0.2,0.67,1.04,0.18,0.605,0.0,0.0,0.0,0.01,0.03,0.13,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.04,0.69,0.29,0.0,0.02,0.64,0.0,2
12.0,74.14,5.03982840153445,3.96,0.89,0.61,-5.639333333333333,1.55,0.0,0.17,0.01,0.76,0.1,0.2,0.72,0.92,0.13,0.3,0.0,0.0,0.0,0.02,0.0,0.21,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.11,0.6,0.32,0.0,0.02,0.51,0.0,2
11.95,70.82,4.707735356782583,3.9,0.94,0.59,-6.120629707112972,1.07,0.0,0.12,0.01,0.56,0.09,0.13,0.85,0.61,0.08,0.485,0.0,0.0,0.0,0.07,0.01,0.14,0.01,0.26,0.0,0.01,0.0,0.0,0.0,0.19,0.41,0.33,0.0,0.04,0.38,0.0,2
11.68,70.93,4.912281209334481,4.08,1.0,0.49,-6.761341095890412,1.21,0.02,0.19,0.0,0.76,0.17,0.12,0.54,0.87,0.15,1.205,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.09,0.47,0.39,0.0,0.01,0.6,0.0,2
11.37,70.68,5.1002934419705515,3.87,0.77,0.84,-6.205304221635885,1.09,0.0,0.15,0.01,0.6,0.11,0.09,0.59,0.98,0.07,1.19,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.32,0.35,0.0,0.0,0.44,0.0,2
12.71,76.07,4.903851589719753,4.32,0.49,0.86,-6.325310857592447,1.14,0.04,0.2,0.0,0.39,0.15,0.17,0.73,0.96,0.09,1.395,0.0,0.0,0.0,0.03,0.0,0.07,0.02,0.11,0.01,0.0,0.0,0.0,0.0,0.03,0.41,0.41,0.0,0.02,0.58,0.0,2
11.65,71.13,5.233272479428352,3.86,0.75,0.68,-6.306242489270385,1.28,0.23,0.26,0.0,0.57,0.15,0.12,0.71,0.96,0.08,1.34,0.0,0.0,0.0,0.02,0.0,0.03,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.52,0.36,0.0,0.06,0.74,0.0,2
14.95,94.72,5.143401686246448,4.57,1.13,1.0,-4.597493311036789,2.49,0.57,0.58,0.01,0.62,0.1,0.13,1.04,1.18,0.12,1.585,0.0,0.0,0.0,0.01,0.0,0.01,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.02,1.21,0.42,0.0,0.08,1.61,0.0,2
11.83,71.2,4.824167763519416,3.59,0.43,0.38,-6.348066694843617,1.1,0.43,0.43,0.0,0.42,0.15,0.07,0.77,0.88,0.16,1.915,0.0,0.0,0.0,0.01,0.0,0.04,0.03,0.04,0.0,0.0,0.0,0.0,0.01,0.01,0.69,0.17,0.0,0.05,1.28,0.0,2
12.34,73.19,4.698611214475389,3.92,0.44,0.24,-6.656006158833062,1.05,0.51,0.51,0.0,0.66,0.13,0.12,1.08,0.83,0.13,2.395,0.0,0.0,0.0,0.02,0.0,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.79,0.22,0.0,0.06,1.48,0.0,2
12.03,76.11,5.028588437337226,3.71,0.72,0.53,-5.925232668329176,1.48,0.47,0.47,0.0,1.1,0.1,0.08,1.21,0.85,0.13,1.965,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.77,0.34,0.0,0.05,1.44,0.0,2
13.56,80.99,4.740249196158951,4.33,0.6,0.36,-5.907057227138642,1.41,0.42,0.42,0.0,1.11,0.24,0.16,1.25,0.82,0.17,1.74,0.0,0.0,0.0,0.02,0.0,0.04,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.82,0.24,0.0,0.12,1.24,0.0,2
13.8,81.56,4.624016313974609,4.2,0.62,0.34,-5.898434782608694,1.44,0.56,0.57,0.0,0.73,0.11,0.1,1.49,0.79,0.1,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0,1.02,0.28,0.0,0.06,1.63,0.0,2
14.08,83.8,4.933289057194475,4.54,0.42,0.45,-5.413998863636362,1.44,0.42,0.42,0.01,1.01,0.15,0.23,1.19,0.74,0.09,1.35,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.62,0.25,0.0,0.0,1.24,0.0,2
10.86,67.87,5.084353293434292,3.16,0.71,0.21,-6.4542316758747695,1.43,0.38,0.38,0.0,0.47,0.2,0.07,1.47,0.72,0.09,1.35,0.0,0.0,0.0,0.01,0.0,0.04,0.05,0.08,0.01,0.0,0.0,0.0,0.01,0.01,0.66,0.05,0.0,0.04,1.15,0.0,2
14.29,87.79,4.927391443188953,4.63,0.73,0.47,-5.054128831350594,1.59,0.48,0.48,0.01,0.61,0.18,0.19,1.44,0.88,0.12,1.13,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.04,0.0,0.0,1.46,0.0,2
13.65,83.97,5.270235375701128,4.52,0.87,0.4,-5.261225274725273,1.67,0.43,0.43,0.01,0.49,0.22,0.08,1.2,0.87,0.08,0.985,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.1,0.01,0.0,0.02,0.0,0.0,0.01,0.77,0.15,0.0,0.01,1.31,0.0,2
15.49,95.36,5.320409873541724,5.03,0.82,0.9,-4.246898708844416,1.84,0.55,0.55,0.0,0.47,0.15,0.14,1.18,0.98,0.18,1.005,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.02,1.11,0.21,0.0,0.0,1.67,0.0,2
14.31,100.49,6.100174347282541,3.47,2.09,1.44,-3.8081216631726065,1.49,0.45,0.45,0.0,0.3,0.07,0.13,1.54,0.77,0.52,0.505,0.0,0.0,0.0,0.03,0.01,0.07,0.02,0.39,0.0,0.0,0.0,0.0,0.0,0.03,0.73,0.31,0.0,0.0,1.33,0.0,2
13.8,99.42,6.015124309055502,3.2,2.13,1.49,-3.8120579710144913,1.42,0.5,0.5,0.02,0.55,0.13,0.1,1.24,0.64,0.55,0.575,0.0,0.02,0.0,0.03,0.0,0.02,0.02,0.57,0.0,0.01,0.0,0.0,0.01,0.03,0.85,0.31,0.0,0.02,1.47,0.0,2
15.63,120.45,6.542822541309981,3.47,3.63,1.62,-2.480736340371081,2.39,0.49,0.49,0.0,0.45,0.06,0.07,1.08,1.08,0.71,0.495,0.0,0.0,0.0,0.02,0.0,0.01,0.06,0.71,0.0,0.0,0.0,0.0,0.0,0.02,0.83,0.24,0.0,0.0,1.49,0.0,2
15.32,124.53,7.075231593070535,3.39,4.14,1.63,-1.527732637075717,2.46,0.39,0.39,0.0,0.38,0.13,0.13,0.95,0.98,0.59,0.4,0.0,0.01,0.0,0.01,0.0,0.02,0.02,0.79,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.31,0.0,0.02,1.18,0.0,2
14.57,117.7,6.8229722668861745,3.07,4.18,1.36,-1.8088667810569667,1.98,0.29,0.29,0.01,0.33,0.08,0.14,1.34,0.74,0.6,0.44,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.02,0.54,0.23,0.0,0.0,0.88,0.0,2
15.91,121.93,6.3311881188658194,3.8,4.09,0.79,-2.4504676932746694,2.7,0.37,0.37,0.03,0.52,0.13,0.11,1.02,1.09,0.73,0.465,0.0,0.0,0.0,0.01,0.02,0.07,0.0,0.68,0.0,0.02,0.0,0.0,0.0,0.01,0.61,0.39,0.0,0.0,1.1,0.0,2
16.3,113.94,6.132133730605476,4.41,3.05,0.75,-3.152018404907974,2.06,0.33,0.33,0.0,0.34,0.02,0.1,1.59,1.01,0.52,0.695,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.62,0.0,0.0,0.0,0.0,0.0,0.02,0.63,0.39,0.0,0.0,1.02,0.0,2
15.92,106.61,5.838858738257856,4.53,2.09,1.1,-3.6072050251256265,1.32,0.43,0.43,0.01,0.4,0.1,0.13,1.43,0.93,0.4,0.475,0.0,0.01,0.0,0.02,0.0,0.02,0.04,0.44,0.0,0.03,0.0,0.0,0.0,0.02,0.63,0.4,0.0,0.02,1.35,0.0,2
15.9,111.76,6.244140079695126,4.02,2.58,1.37,-2.917553459119496,2.03,0.44,0.44,0.0,0.5,0.11,0.2,1.28,1.19,0.54,0.56,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.46,0.0,0.0,0.0,0.0,0.05,0.0,0.64,0.5,0.0,0.0,1.39,0.0,2
23.06,149.9,5.613620043231469,6.99,2.19,2.15,-1.320884475281872,1.85,0.61,0.61,0.0,0.76,0.04,0.25,1.82,1.61,0.66,0.63,0.0,0.03,0.0,0.03,0.02,0.1,0.03,0.44,0.0,0.03,0.0,0.0,0.0,0.03,0.86,0.59,0.0,0.0,1.81,0.0,2
14.8,96.36,5.397595436706473,3.58,1.83,0.25,-3.790432432432432,1.6,0.03,0.62,0.0,0.64,0.12,0.17,1.06,1.34,0.11,0.56,0.0,0.0,0.0,0.05,0.0,0.04,0.18,0.17,0.0,0.01,0.0,0.0,0.03,0.05,1.1,0.24,0.0,0.11,1.65,0.0,2
16.26,107.82,5.413966023127249,4.06,2.16,0.29,-3.7041965559655576,1.3,0.11,0.82,0.0,0.49,0.08,0.21,1.27,1.74,0.14,0.895,0.0,0.0,0.0,0.07,0.02,0.08,0.13,0.22,0.0,0.02,0.02,0.0,0.01,0.07,1.59,0.15,0.0,0.1,2.14,0.0,2
16.36,104.75,5.300767915515803,4.31,1.79,0.32,-3.6269594132029326,1.48,0.11,0.65,0.0,0.49,0.1,0.24,1.21,1.7,0.17,0.725,0.0,0.02,0.0,0.16,0.0,0.08,0.23,0.2,0.0,0.01,0.0,0.0,0.03,0.16,1.43,0.28,0.0,0.2,1.7,0.0,2
15.02,102.67,5.787112111586084,3.56,2.17,0.21,-3.2115608521970707,1.47,0.19,0.59,0.0,0.41,0.1,0.23,1.11,1.42,0.12,0.575,0.0,0.0,0.0,0.07,0.0,0.02,0.32,0.3,0.0,0.02,0.02,0.0,0.03,0.09,1.15,0.27,0.0,0.09,1.56,0.0,2
14.9,97.69,5.455137833534677,3.68,1.58,0.28,-4.045308724832214,1.64,0.51,0.6,0.01,0.33,0.1,0.17,1.1,1.36,0.08,0.59,0.0,0.0,0.0,0.1,0.02,0.08,0.17,0.22,0.0,0.0,0.0,0.0,0.05,0.1,1.18,0.29,0.0,0.06,1.62,0.0,2
15.19,101.89,5.705295453068491,3.47,1.91,0.38,-3.5134312705727453,1.19,0.57,0.59,0.0,0.39,0.04,0.3,0.95,1.37,0.14,0.62,0.0,0.0,0.0,0.04,0.0,0.04,0.15,0.25,0.0,0.02,0.0,0.0,0.05,0.04,1.2,0.29,0.0,0.24,1.51,0.0,2
15.28,102.22,5.538913570183176,3.87,2.02,0.38,-3.6612973821989527,1.89,0.64,0.67,0.0,0.54,0.09,0.21,1.24,1.6,0.13,0.705,0.0,0.0,0.0,0.09,0.0,0.06,0.15,0.22,0.0,0.03,0.02,0.0,0.0,0.09,1.35,0.22,0.0,0.13,1.73,0.0,2
15.19,105.04,5.596235866726713,3.69,2.13,0.48,-3.187163989466754,1.25,0.66,0.69,0.01,0.51,0.03,0.12,1.08,1.45,0.11,0.745,0.0,0.0,0.0,0.07,0.0,0.05,0.21,0.19,0.0,0.0,0.0,0.0,0.02,0.07,1.33,0.41,0.0,0.05,1.7,0.0,2
16.72,110.37,5.384295584401316,3.97,1.9,0.43,-3.7337933014354068,1.67,0.73,0.75,0.0,0.33,0.07,0.14,1.33,1.33,0.19,0.775,0.0,0.0,0.0,0.16,0.0,0.04,0.21,0.14,0.0,0.0,0.0,0.0,0.04,0.16,1.45,0.33,0.0,0.12,1.89,0.0,2
18.56,116.54,5.04241063736882,5.1,1.63,0.5,-3.576923275862068,1.31,0.69,0.7,0.0,0.25,0.06,0.24,1.35,1.56,0.13,0.84,0.0,0.0,0.0,0.03,0.0,0.04,0.23,0.17,0.0,0.01,0.0,0.0,0.04,0.03,1.5,0.42,0.0,0.14,1.87,0.0,2
25.98,143.03,4.336501723701988,10.14,0.9,0.42,-1.6698092378752865,1.51,0.56,0.56,0.02,0.21,0.16,0.74,1.47,1.67,0.46,0.685,0.0,0.01,0.0,0.0,0.02,0.25,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.91,0.73,0.0,0.4,1.68,0.0,2
27.16,151.82,4.680578985016328,10.34,0.88,0.53,-0.8093820324005883,1.71,0.61,0.61,0.02,0.26,0.16,0.85,1.56,1.71,0.39,0.68,0.0,0.02,0.0,0.01,0.03,0.39,0.19,0.13,0.01,0.0,0.0,0.0,0.0,0.08,0.86,1.0,0.0,0.38,1.87,0.0,2
28.48,159.94,4.662330038022869,11.36,0.8,0.46,-0.13237865168539287,1.35,0.59,0.59,0.04,0.21,0.22,0.69,1.67,2.12,0.51,0.63,0.0,0.04,0.0,0.0,0.06,0.35,0.21,0.18,0.03,0.04,0.02,0.0,0.01,0.05,0.92,0.94,0.0,0.3,1.82,0.0,2
26.45,148.19,4.63256959295371,10.59,0.83,0.61,-0.9783185255198479,1.67,0.65,0.65,0.0,0.17,0.13,0.7,1.76,1.8,0.41,0.68,0.0,0.07,0.0,0.02,0.05,0.43,0.21,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.9,0.83,0.0,0.1,1.97,0.0,2
