number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
15.66,90.71,4.5665921134536935,6.56,0.0,0.0,-0.40277879948914297,0.23,0.1,0.1,0.0,0.06,0.06,0.7,1.31,0.16,0.02,0.94,0.0,0.0,0.0,0.0,0.02,1.06,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.08,0.2,0.02,0.0,0.04,0.32,0.0,0.28,0.73,0.39272030651340994,0
16.09,95.3,4.6775510836865815,6.34,0.0,0.01,0.25564070851460663,0.41,0.19,0.19,0.0,0.03,0.05,0.58,1.38,0.15,0.02,0.98,0.0,0.03,0.0,0.0,0.02,1.15,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.26,0.0,0.0,0.02,0.58,0.0,0.48,0.64,0.39465506525792415,0
25.31,150.49,4.744677920487204,11.18,0.0,0.67,4.752176175424733,1.16,0.0,0.0,0.27,0.18,0.19,1.6,1.29,0.39,0.04,0.505,0.0,0.0,0.0,0.0,0.0,0.08,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.23,0.0,0.0,0.0,0.31,0.0,0.21,1.07,0.23034373765310154,0
19.2,114.83,4.8225838524821025,8.75,0.0,0.55,2.247583333333335,0.0,0.0,0.0,0.0,0.11,0.15,1.4,1.04,0.24,0.01,0.64,0.0,0.0,0.0,0.0,0.0,0.09,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.95,0.25104166666666666,0
19.12,116.33,4.759070000303011,8.31,0.01,0.55,1.9387665271966554,0.01,0.01,0.01,0.0,0.36,0.37,1.16,1.09,0.12,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.16,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.0,0.0,0.0,0.03,0.0,0.05,0.79,0.22646443514644352,0
20.01,115.58,4.567696402111727,9.19,0.0,0.57,2.138637631184409,0.0,0.0,0.0,0.0,0.11,0.18,1.15,1.0,0.18,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.07,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.28,0.92,0.23638180909545228,0
19.8,115.8,4.6819574971650395,9.13,0.0,0.61,1.8759393939393973,0.0,0.0,0.0,0.0,0.11,0.07,1.15,0.95,0.43,0.16,0.665,0.0,0.0,0.0,0.0,0.0,0.06,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.98,0.23585858585858585,0
19.72,113.73,4.631700601540589,8.72,0.02,0.57,1.9500900608519274,0.0,0.0,0.0,0.0,0.09,0.17,1.09,1.03,0.28,0.04,0.63,0.0,0.0,0.0,0.0,0.0,0.07,1.06,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.09,0.92,0.25963488843813387,0
19.45,113.81,4.7256186473799024,8.79,0.01,0.55,1.9511812339331627,0.0,0.0,0.0,0.0,0.03,0.06,1.36,0.89,0.13,0.0,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.0,0.0,0.02,0.0,0.0,0.15,0.77,0.25244215938303344,0
18.36,112.6,4.916935933061567,7.64,0.0,0.68,2.380639651416125,0.0,0.0,0.0,0.0,0.1,0.21,1.05,1.05,0.18,0.0,0.735,0.0,0.0,0.0,0.0,0.0,0.06,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.0,0.0,0.0,0.0,0.0,0.14,0.78,0.25,0
19.65,113.44,4.669501820947776,8.9,0.0,0.62,1.5014898218829522,0.0,0.0,0.0,0.0,0.05,0.09,1.12,0.93,0.15,0.01,0.685,0.0,0.0,0.0,0.0,0.0,0.08,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.24,0.74,0.233587786259542,0
20.65,120.3,4.695558186721247,9.5,0.0,0.54,1.99492857142857,1.15,0.0,0.0,0.0,0.07,0.0,1.56,0.76,0.21,0.05,0.54,0.0,0.0,0.0,0.0,0.0,0.1,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.44,0.0,0.12,0.71,0.2677966101694915,0
20.99,121.15,4.514579969781014,6.03,0.0,1.0,1.787619771319676,2.17,1.0,1.0,0.0,0.0,0.02,0.43,2.92,0.21,0.05,0.53,0.0,0.0,0.0,0.0,0.0,0.04,0.61,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.06,0.06,0.0,0.02,3.01,0.0,2.15,0.6,0.393044306812768,0
21.73,124.17,4.440757647865937,6.42,0.0,1.0,1.9532687988955395,2.18,1.0,1.0,0.0,0.0,0.04,0.57,3.14,0.29,0.03,0.54,0.0,0.0,0.0,0.0,0.0,0.08,0.82,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1.08,0.04,0.0,0.0,3.0,0.0,2.08,0.59,0.37367694431661297,0
20.21,116.25,4.513062420454216,5.7,0.0,1.0,1.5754230084116791,1.97,1.0,1.0,0.0,0.02,0.06,0.38,2.48,0.18,0.02,0.55,0.0,0.0,0.0,0.0,0.0,0.11,0.54,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.1,0.02,0.0,0.0,3.0,0.0,2.12,0.48,0.4052449282533399,0
20.04,117.02,4.601718489693577,5.68,0.0,1.0,1.729192814371256,2.45,1.0,1.0,0.02,0.01,0.07,0.36,2.5,0.16,0.01,0.55,0.0,0.0,0.0,0.02,0.0,0.04,0.48,0.0,0.0,0.0,0.02,0.0,0.01,0.02,1.1,0.02,0.0,0.02,3.02,0.0,2.12,0.51,0.39820359281437123,0
19.5,111.88,4.532598265730347,5.44,0.0,1.0,1.6425897435897454,2.39,1.0,1.0,0.03,0.0,0.05,0.3,2.08,0.28,0.02,0.56,0.0,0.0,0.0,0.0,0.0,0.06,0.43,0.0,0.0,0.0,0.0,0.0,0.03,0.01,1.12,0.0,0.0,0.0,3.02,0.0,2.1,0.45,0.4025641025641026,0
20.17,116.71,4.529621982415639,5.54,0.0,1.0,1.3559232027764025,2.31,1.0,1.0,0.02,0.01,0.05,0.41,2.6,0.13,0.03,0.585,0.0,0.0,0.0,0.0,0.0,0.09,0.51,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.17,0.02,0.0,0.0,3.01,0.0,2.09,0.48,0.3966286564204264,0
19.77,115.24,4.601247344973608,5.17,0.0,1.0,1.5089697015680343,2.02,1.0,1.0,0.01,0.01,0.04,0.23,2.43,0.23,0.03,0.535,0.0,0.0,0.0,0.0,0.0,0.06,0.52,0.02,0.0,0.0,0.04,0.0,0.02,0.0,1.07,0.0,0.0,0.03,3.03,0.0,2.1,0.48,0.41679312089023773,0
20.14,116.73,4.557819550754557,5.64,0.0,1.0,1.6506973187686214,2.4,1.0,1.0,0.02,0.0,0.04,0.5,2.58,0.21,0.02,0.54,0.0,0.0,0.0,0.0,0.0,0.09,0.59,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.08,0.08,0.0,0.0,3.0,0.0,2.15,0.45,0.41360476663356505,0
20.47,117.81,4.516164376066419,5.91,0.0,1.0,1.5934954079140233,2.01,1.0,1.0,0.0,0.01,0.03,0.43,2.71,0.18,0.01,0.55,0.0,0.0,0.0,0.0,0.0,0.02,0.54,0.0,0.0,0.0,0.02,0.0,0.0,0.01,1.1,0.04,0.0,0.01,3.0,0.0,2.14,0.51,0.40742550073277967,0
20.0,116.21,4.5793865659302915,5.55,0.0,1.0,1.8329000000000022,2.02,1.0,1.0,0.0,0.0,0.02,0.44,2.52,0.15,0.03,0.56,0.0,0.0,0.0,0.0,0.0,0.16,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,3.01,0.0,2.05,0.49,0.412,0
16.39,98.8,4.946404021112374,6.18,0.0,0.0,2.1269322147651017,0.78,0.0,0.08,0.01,0.0,0.01,0.63,1.87,0.11,0.02,0.05,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.02,0.1,0.01,0.0,0.04,0.24,0.0,0.48,0.36,0.4563758389261745,0
14.92,88.51,5.018090279937379,5.29,0.0,0.0,1.1983710455764083,0.91,0.0,0.2,0.02,0.01,0.0,0.64,1.92,0.22,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.06,0.6,0.0,0.68,0.57,0.4765415549597855,0
17.27,103.6,4.929155434708274,6.26,0.0,0.0,2.1732096699478873,0.97,0.0,0.15,0.03,0.0,0.02,0.72,2.19,0.17,0.03,0.075,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.45,0.0,0.56,0.49,0.45628257093225244,0
16.16,94.3,4.759845135978944,5.93,0.0,0.0,1.030098019801983,1.17,0.0,0.1,0.05,0.01,0.01,0.69,1.8,0.09,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.11,0.02,0.0,0.05,0.3,0.0,0.46,0.34,0.463490099009901,0
16.92,101.46,4.902542085806014,6.0,0.0,0.0,2.139296453900709,0.92,0.0,0.23,0.01,0.0,0.0,0.7,2.33,0.14,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.03,0.0,0.04,0.69,0.0,0.82,0.48,0.4592198581560284,0
16.41,97.33,4.8399776755923805,6.05,0.0,0.0,1.7182485679463753,1.25,0.0,0.11,0.02,0.0,0.0,0.69,1.92,0.18,0.04,0.065,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.03,0.34,0.0,0.47,0.46,0.4570383912248629,0
14.38,87.97,5.034169672401081,5.38,0.0,0.0,1.719729902642559,0.57,0.0,0.06,0.02,0.0,0.0,0.63,1.48,0.21,0.02,0.05,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.03,0.18,0.0,0.32,0.53,0.4965229485396384,0
12.83,76.49,4.873999004434042,4.58,0.0,0.0,0.7354459080280584,0.59,0.0,0.12,0.0,0.01,0.0,0.48,1.29,0.1,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.0,0.0,0.08,0.36,0.0,0.42,0.42,0.4731098986749805,0
16.27,96.28,4.901683838343744,6.22,0.0,0.0,1.7285022126613399,0.73,0.0,0.07,0.02,0.0,0.0,0.73,1.86,0.18,0.02,0.045,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.02,0.0,0.02,0.21,0.0,0.38,0.55,0.446220036877689,0
18.07,106.85,4.865290937725722,6.66,0.0,0.0,2.486741062534591,1.0,0.0,0.14,0.03,0.0,0.0,0.71,2.39,0.11,0.0,0.09,0.0,0.0,0.0,0.02,0.0,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.18,0.0,0.0,0.1,0.42,0.0,0.57,0.48,0.44881018262313227,0
24.56,152.15,5.218909294450834,9.6,1.69,0.23,5.562585667752444,1.44,0.25,0.25,0.01,0.13,0.23,1.45,1.18,0.42,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.19,0.2,0.39,0.0,0.0,0.0,0.0,0.0,0.01,0.71,0.0,0.0,0.46,0.76,0.0,0.67,1.76,0.3786644951140065,0
26.98,165.08,5.220480023391241,10.66,2.04,0.34,6.124268198665678,1.9,0.23,0.24,0.03,0.17,0.25,1.41,1.27,0.37,0.06,0.375,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.54,0.0,0.0,0.0,0.0,0.0,0.01,0.57,0.1,0.0,0.15,0.7,0.0,0.71,1.63,0.3647146034099333,0
24.58,152.64,5.072097773592342,9.25,1.86,0.21,5.628177217249796,1.34,0.34,0.34,0.06,0.24,0.12,1.21,1.28,0.26,0.03,0.63,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.05,0.0,0.12,1.07,0.0,0.87,1.33,0.3624898291293735,0
31.28,184.8,4.817316067405487,13.23,1.74,0.15,7.0247370843989785,1.68,0.26,0.26,0.07,0.21,0.23,1.89,1.53,0.49,0.13,0.395,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3,0.02,0.0,0.0,0.0,0.02,0.01,0.71,0.02,0.0,0.31,0.77,0.0,0.77,2.4,0.3305626598465473,0
26.33,157.57,4.866034125174117,10.29,1.66,0.16,5.25971025446259,1.98,0.18,0.18,0.03,0.25,0.17,1.31,1.48,0.3,0.03,0.345,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.54,0.0,0.03,0.0,0.0,0.01,0.0,0.59,0.0,0.0,0.23,0.54,0.0,0.57,1.79,0.36422331940751995,0
24.04,151.35,5.299974174813096,9.17,1.89,0.1,5.403986023294511,1.97,0.27,0.27,0.03,0.21,0.18,1.17,1.26,0.35,0.04,0.54,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.27,0.02,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.37,0.78,0.0,0.62,1.5,0.3922628951747088,0
27.76,174.55,5.497369199417656,11.47,2.16,0.14,7.58474293948127,0.86,0.16,0.16,0.01,0.16,0.13,1.57,1.22,0.31,0.02,0.26,0.0,0.0,0.0,0.0,0.0,0.16,0.4,0.43,0.01,0.0,0.0,0.0,0.0,0.0,0.36,0.01,0.0,0.25,0.46,0.0,0.51,1.72,0.31412103746397696,0
31.05,188.85,4.969074672732732,12.94,2.47,0.19,7.715248792270533,1.52,0.19,0.19,0.03,0.09,0.26,1.7,1.34,0.47,0.03,0.32,0.0,0.0,0.0,0.0,0.01,0.14,0.11,0.43,0.01,0.0,0.0,0.0,0.0,0.0,0.52,0.01,0.0,0.27,0.58,0.0,0.69,2.3,0.3188405797101449,0
25.41,156.7,5.112438028165145,10.05,1.84,0.19,5.804118811491538,1.26,0.21,0.21,0.0,0.08,0.12,1.1,1.3,0.42,0.06,0.41,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.03,0.0,0.12,0.6,0.0,0.55,1.51,0.38173947264856356,0
23.99,148.8,5.170918221666479,9.09,1.69,0.25,5.138171696540226,1.45,0.3,0.3,0.07,0.13,0.15,1.32,1.09,0.32,0.06,0.475,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.28,0.0,0.01,0.0,0.0,0.0,0.0,0.75,0.01,0.0,0.27,0.87,0.0,0.67,1.62,0.3684868695289704,0
14.85,85.22,4.553611957529914,3.65,0.0,0.0,-0.22341582491582557,2.27,0.0,1.0,0.03,0.0,0.0,0.15,3.06,0.12,0.01,0.525,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.05,0.0,0.0,0.04,3.0,0.0,3.06,0.49,0.4612794612794613,0
13.47,79.88,4.6856373071373065,3.29,0.0,0.0,-0.34130282108388954,1.99,0.0,1.0,0.0,0.01,0.0,0.19,3.02,0.14,0.01,0.53,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.06,0.0,0.0,0.08,3.0,0.0,3.08,0.35,0.47512991833704527,0
13.33,78.59,4.651851257574554,3.31,0.0,0.0,-0.45026474118529514,2.07,0.0,1.0,0.0,0.0,0.0,0.23,3.02,0.13,0.02,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.19,3.0,0.0,3.03,0.33,0.45911477869467365,0
14.46,85.47,4.7159511493856785,3.74,0.0,0.0,0.18466970954356832,2.22,0.0,1.0,0.0,0.0,0.0,0.14,3.08,0.11,0.02,0.515,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.03,0.0,0.0,0.12,3.0,0.0,3.04,0.35,0.45435684647302904,0
14.14,83.78,4.715414801615654,3.53,0.0,0.0,0.15571739745403335,2.02,0.0,1.0,0.02,0.01,0.0,0.16,3.07,0.07,0.0,0.52,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.04,0.0,0.0,0.06,3.0,0.0,3.08,0.32,0.45685997171145687,0
14.8,86.35,4.6347350771433575,3.79,0.0,0.0,0.18010810810810973,2.33,0.0,1.0,0.01,0.0,0.0,0.21,3.08,0.12,0.0,0.535,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.07,0.0,0.0,0.05,3.01,0.0,3.03,0.37,0.4581081081081081,0
13.09,78.25,4.73621974181649,3.17,0.0,0.0,0.1251840336134471,2.34,0.0,1.0,0.0,0.0,0.0,0.13,3.05,0.06,0.0,0.535,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.04,1.07,0.0,0.0,0.08,3.0,0.0,3.1,0.42,0.47058823529411764,0
13.79,81.82,4.719505509402131,3.55,0.0,0.0,0.01362574329224131,2.22,0.0,1.0,0.0,0.0,0.0,0.2,3.08,0.1,0.01,0.54,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.08,0.0,0.0,0.06,3.0,0.0,3.07,0.36,0.4423495286439449,0
13.6,81.86,4.792122605292883,3.28,0.0,0.01,0.7417941176470606,1.6,0.0,1.0,0.03,0.0,0.0,0.16,3.03,0.11,0.02,0.535,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.07,0.0,0.0,0.12,3.0,0.0,3.09,0.24,0.4647058823529412,0
14.03,83.38,4.7241418662606725,3.43,0.0,0.0,0.041642979330006824,2.24,0.0,1.0,0.0,0.0,0.0,0.19,3.04,0.09,0.01,0.54,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.08,0.0,0.0,0.09,3.0,0.0,3.07,0.4,0.44975053456878117,0
20.32,116.2,4.47845186506359,5.79,0.0,1.0,1.5564535433070894,2.5,1.0,1.0,0.02,0.01,0.05,0.45,2.56,0.12,0.02,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.03,3.0,0.0,2.18,0.41,0.4020669291338583,0
20.12,115.64,4.5305896566607,5.53,0.0,1.0,1.7167403578528848,2.66,1.0,1.0,0.04,0.0,0.07,0.42,2.41,0.16,0.02,0.555,0.0,0.0,0.0,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.03,3.0,0.0,2.14,0.41,0.3981113320079523,0
19.78,114.64,4.596479120537959,5.38,0.0,1.0,1.687091809908999,2.43,1.0,1.0,0.01,0.0,0.06,0.46,2.29,0.17,0.02,0.54,0.0,0.0,0.0,0.0,0.0,0.1,0.47,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1.08,0.0,0.0,0.0,3.0,0.0,2.14,0.39,0.4110212335692619,0
20.43,118.18,4.5377939196180455,5.81,0.0,1.0,1.624787616250611,2.73,1.0,1.0,0.03,0.01,0.06,0.43,2.59,0.15,0.06,0.545,0.0,0.0,0.0,0.0,0.0,0.06,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,3.02,0.0,2.14,0.45,0.3886441507586882,0
20.45,116.46,4.4636142956316185,5.77,0.0,1.0,1.2080916870415663,2.86,1.0,1.0,0.0,0.0,0.11,0.41,2.67,0.22,0.05,0.545,0.0,0.0,0.0,0.0,0.0,0.1,0.54,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.09,0.02,0.0,0.0,3.0,0.0,2.09,0.46,0.38924205378973104,0
19.72,114.64,4.573677734155188,5.41,0.0,1.0,1.3876154158215037,3.01,1.0,1.0,0.03,0.0,0.03,0.37,2.48,0.18,0.01,0.56,0.0,0.0,0.0,0.0,0.0,0.1,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.02,0.0,0.02,3.03,0.0,2.08,0.57,0.40365111561866124,0
19.75,114.11,4.554607785975336,5.62,0.0,1.0,1.67796835443038,2.82,1.0,1.0,0.02,0.02,0.02,0.45,2.48,0.22,0.03,0.52,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.04,0.05,0.0,0.02,3.0,0.0,2.1,0.53,0.40658227848101264,0
19.33,112.39,4.593777877915074,5.5,0.0,1.0,1.4656167097775494,2.18,1.0,1.0,0.02,0.0,0.05,0.37,2.19,0.16,0.02,0.54,0.0,0.0,0.0,0.0,0.0,0.02,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.02,0.0,0.01,3.02,0.0,2.14,0.5,0.40713916192446975,0
20.77,119.13,4.493231812195649,5.95,0.0,1.0,1.7764531054405417,2.11,1.0,1.0,0.03,0.0,0.05,0.52,2.61,0.19,0.03,0.54,0.0,0.0,0.0,0.0,0.0,0.06,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.02,0.0,0.04,3.02,0.0,2.19,0.49,0.4159845931632162,0
20.13,115.26,4.487969419638259,5.7,0.0,1.0,1.258712916045706,2.3,1.0,1.0,0.0,0.01,0.01,0.63,2.5,0.11,0.01,0.54,0.0,0.0,0.0,0.0,0.0,0.02,0.51,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.08,0.02,0.0,0.0,3.02,0.0,2.11,0.47,0.3969200198708395,0
13.15,69.48,4.055245187818714,0.63,2.19,0.0,-2.6905494296577928,18.49,0.0,0.02,0.0,0.0,0.0,0.54,0.81,0.47,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.41,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.15,0.63,0.19011406844106463,0
15.34,93.96,4.896881697096969,6.64,0.0,0.0,1.946446153846157,0.28,0.0,0.17,0.0,0.02,0.0,0.74,1.07,0.18,0.0,0.085,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.0,0.0,1.64,0.51,0.0,0.63,0.5,0.3239895697522816,0
15.05,93.33,4.981191212473906,6.49,0.0,0.0,1.9383704318936914,0.32,0.0,0.17,0.0,0.03,0.01,0.69,1.05,0.12,0.01,0.11,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.0,1.64,0.51,0.0,0.6,0.56,0.3116279069767442,0
16.4,99.5,4.865671751657106,7.27,0.03,0.0,2.0447804878048785,0.29,0.0,0.16,0.0,0.03,0.01,0.78,1.02,0.18,0.01,0.105,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.21,0.02,0.0,1.6,0.48,0.0,0.61,0.5,0.3024390243902439,0
15.6,97.76,4.9955542697887045,6.72,0.0,0.0,2.2713076923076905,0.32,0.0,0.16,0.0,0.05,0.04,0.94,1.06,0.14,0.01,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.0,0.0,1.68,0.48,0.0,0.58,0.64,0.325,0
15.88,97.27,4.919696728427493,7.1,0.0,0.0,1.831033753148617,0.26,0.0,0.17,0.0,0.06,0.02,0.61,1.21,0.15,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.24,0.0,0.0,1.6,0.51,0.0,0.57,0.56,0.3331234256926952,0
22.55,136.08,4.933265032577391,8.98,0.0,0.0,4.44458869179601,0.79,0.0,0.0,0.05,0.0,0.03,1.19,3.17,0.25,0.03,0.005,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.02,0.0,0.0,0.28,0.74,0.4164079822616408,0
22.45,136.0,4.944924809655131,8.67,0.0,0.0,4.355789532293986,1.11,0.0,0.0,0.05,0.0,0.0,1.16,3.13,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.17,0.52,0.4182628062360802,0
22.36,136.0,4.956479651533313,9.01,0.0,0.0,4.545158497316638,1.01,0.0,0.0,0.02,0.0,0.0,1.15,3.1,0.23,0.03,0.005,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.01,0.0,0.14,0.54,0.4141323792486583,0
22.63,136.08,4.896300902728936,8.93,0.0,0.0,4.535125541316834,0.89,0.0,0.0,0.02,0.0,0.0,1.25,3.12,0.22,0.02,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.04,0.0,0.0,0.23,0.66,0.3862129916040654,0
22.57,136.08,4.927047706315212,8.81,0.0,0.0,4.47902574213558,0.94,0.0,0.0,0.06,0.0,0.02,0.9,3.17,0.21,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.0,0.23,0.67,0.410279131590607,0
22.65,136.04,4.897004315433027,9.28,0.0,0.0,4.449592715231791,1.1,0.0,0.0,0.03,0.0,0.0,1.2,3.17,0.12,0.01,0.005,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.15,0.0,0.0,0.27,0.59,0.3836644591611479,0
18.92,114.1,4.9584348324783125,7.39,0.0,0.01,3.0087788583509543,0.7,0.0,0.0,0.02,0.0,0.0,1.08,2.3,0.14,0.0,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.09,0.0,0.0,0.22,0.56,0.4455602536997886,0
