number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
14.22,78.87,4.3987321348668225,4.74,0.0,0.0,-5.845325175808718,1.01,0.0,0.47,0.0,0.22,0.09,0.42,1.06,1.29,0.11,0.265,0.0,0.0,0.0,0.05,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.53,0.33,0.0,0.14,1.41,0.0,2.91,3.25,0.4549929676511955,0
13.89,78.67,4.531686580687601,4.57,0.0,0.0,-5.670380201583871,0.55,0.0,0.32,0.0,0.02,0.05,0.29,1.09,1.19,0.08,0.185,0.0,0.0,0.0,0.02,0.0,0.02,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.37,0.34,0.0,0.01,0.96,0.0,2.08,3.65,0.4564434845212383,0
14.92,81.97,4.353493728685198,5.21,0.0,0.0,-5.721870241286862,0.6,0.0,0.41,0.0,0.11,0.07,0.26,1.09,1.39,0.19,0.225,0.0,0.0,0.0,0.04,0.04,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.45,0.47,0.0,0.02,1.25,0.0,2.42,4.02,0.4550938337801609,0
14.36,79.2,4.361640443557331,4.79,0.0,0.0,-6.037093036211699,1.06,0.0,0.46,0.0,0.16,0.09,0.33,1.07,1.25,0.13,0.25,0.0,0.0,0.0,0.03,0.0,0.03,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.5,0.34,0.0,0.06,1.38,0.0,2.5,3.55,0.4582172701949861,0
14.09,78.39,4.421026504240592,4.45,0.0,0.01,-6.091777217885024,0.82,0.0,0.46,0.0,0.2,0.09,0.4,1.08,1.29,0.15,0.275,0.0,0.02,0.0,0.07,0.0,0.01,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.55,0.24,0.0,0.05,1.38,0.0,2.47,3.39,0.45564229950319374,0
14.78,83.26,4.485073308061122,5.24,0.0,0.0,-5.778032746955343,0.73,0.0,0.44,0.0,0.19,0.07,0.35,1.13,1.42,0.06,0.255,0.0,0.0,0.0,0.07,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.51,0.25,0.0,0.07,1.32,0.0,2.7,3.84,0.43031123139377536,0
14.3,80.12,4.39011131211547,4.59,0.0,0.0,-5.94488811188811,0.84,0.0,0.53,0.02,0.17,0.12,0.37,1.09,1.23,0.1,0.285,0.0,0.0,0.0,0.08,0.0,0.02,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.57,0.24,0.0,0.06,1.59,0.0,2.82,3.17,0.43846153846153846,0
14.33,80.7,4.5123513223296,4.66,0.0,0.0,-5.86759448709002,1.03,0.0,0.47,0.0,0.21,0.03,0.32,1.07,1.24,0.19,0.265,0.0,0.0,0.0,0.03,0.0,0.03,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.53,0.17,0.0,0.08,1.41,0.0,2.43,3.93,0.45638520586182835,0
14.31,79.79,4.46099808704106,4.92,0.0,0.0,-5.902601048218028,0.66,0.0,0.39,0.01,0.13,0.06,0.36,0.99,1.21,0.14,0.21,0.0,0.0,0.0,0.05,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.42,0.36,0.0,0.01,1.17,0.0,2.27,3.8,0.44654088050314467,0
14.53,81.51,4.504585764059199,4.78,0.0,0.0,-5.895220165175498,0.93,0.0,0.54,0.0,0.09,0.02,0.25,1.08,1.27,0.13,0.29,0.0,0.01,0.0,0.06,0.0,0.02,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.58,0.33,0.0,0.04,1.62,0.0,2.95,3.45,0.4363386097728837,0
13.28,75.77,4.528038469657279,4.39,0.0,0.0,-6.341221686746987,1.01,0.0,0.53,0.0,0.11,0.06,0.27,1.0,1.22,0.14,0.29,0.0,0.0,0.0,0.06,0.0,0.02,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.58,0.23,0.0,0.0,1.6,0.0,2.82,2.98,0.45933734939759036,0
14.94,81.65,4.314573753979252,5.43,0.0,0.0,-5.940642302543507,0.8,0.0,0.38,0.0,0.14,0.07,0.33,1.03,1.28,0.09,0.23,0.0,0.0,0.0,0.08,0.0,0.02,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.46,0.3,0.0,0.03,1.14,0.0,2.33,3.97,0.44176706827309237,0
13.56,76.27,4.4545882346728005,4.55,0.0,0.0,-6.150715044247786,0.69,0.0,0.45,0.0,0.16,0.09,0.25,1.18,1.28,0.15,0.245,0.0,0.0,0.0,0.05,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.49,0.25,0.0,0.0,1.35,0.0,2.55,3.26,0.4528023598820059,0
13.97,77.96,4.441192884726237,4.77,0.0,0.0,-6.019724337866856,1.0,0.0,0.52,0.0,0.1,0.11,0.34,1.21,1.17,0.16,0.285,0.0,0.0,0.0,0.04,0.04,0.05,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.57,0.28,0.0,0.05,1.56,0.0,2.61,3.6,0.4352183249821045,0
15.07,82.27,4.355831069982824,5.37,0.0,0.0,-5.891598473788985,0.57,0.01,0.34,0.0,0.11,0.03,0.35,0.99,1.36,0.13,0.18,0.0,0.0,0.0,0.07,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.36,0.35,0.0,0.04,1.02,0.0,2.18,4.25,0.44525547445255476,0
13.87,78.52,4.5593862527781965,4.59,0.0,0.0,-5.739748305695745,0.88,0.0,0.47,0.0,0.19,0.12,0.28,1.05,1.08,0.16,0.265,0.0,0.02,0.0,0.02,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.53,0.33,0.0,0.12,1.41,0.0,2.59,3.59,0.4708002883922134,0
14.05,79.65,4.5453071960663,4.75,0.0,0.0,-5.928008896797152,0.86,0.0,0.48,0.0,0.17,0.04,0.37,1.01,1.48,0.18,0.265,0.0,0.01,0.0,0.06,0.0,0.02,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.53,0.31,0.0,0.06,1.44,0.0,2.58,3.61,0.4398576512455516,0
14.6,81.76,4.456678044448859,4.84,0.0,0.0,-5.8064109589041095,0.93,0.0,0.47,0.0,0.15,0.05,0.27,1.13,1.32,0.19,0.27,0.0,0.0,0.0,0.08,0.0,0.03,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.54,0.31,0.0,0.01,1.41,0.0,2.4,3.7,0.4602739726027397,0
14.23,80.44,4.502555114650236,4.77,0.0,0.01,-5.57902101194659,0.71,0.0,0.45,0.0,0.13,0.1,0.35,1.04,1.37,0.15,0.255,0.0,0.01,0.0,0.04,0.0,0.02,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.51,0.24,0.0,0.05,1.35,0.0,2.48,3.31,0.47786366830639493,0
11.46,69.84,5.150898314178903,3.49,0.0,0.0,-4.365975218150087,0.0,0.0,0.0,0.0,0.01,0.02,0.29,1.29,1.55,0.11,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.97,0.35,0.0,0.04,0.0,0.0,3.27,2.61,0.343804537521815,0
13.0,77.89,5.089270393747281,4.23,0.0,0.0,-4.084461538461538,0.03,0.0,0.0,0.0,0.0,0.03,0.36,1.38,1.54,0.14,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.3,0.0,0.03,0.0,0.0,3.43,3.14,0.33692307692307694,0
12.09,73.19,5.070096483828313,3.83,0.0,0.0,-4.325851199338295,0.05,0.0,0.0,0.0,0.01,0.01,0.33,1.4,1.54,0.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,0.0,0.06,0.0,0.0,3.42,2.84,0.33416046319272125,0
12.13,74.98,5.212189066162223,3.71,0.0,0.0,-3.8940897774113754,0.02,0.0,0.0,0.0,0.0,0.05,0.35,1.31,1.57,0.07,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.29,0.0,0.04,0.0,0.0,3.33,2.83,0.3511953833470734,0
13.65,79.87,4.899427517613827,4.47,0.0,0.0,-4.578294871794871,0.0,0.0,0.0,0.0,0.0,0.01,0.42,1.4,1.89,0.08,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.01,0.32,0.0,0.06,0.0,0.0,3.51,3.41,0.3142857142857143,0
12.08,74.74,5.1986941392688495,3.57,0.0,0.0,-3.874992052980133,0.0,0.0,0.0,0.0,0.01,0.0,0.35,1.38,1.45,0.16,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.23,0.0,0.04,0.0,0.0,3.47,2.73,0.33857615894039733,0
12.68,75.3,4.933183211146177,4.19,0.0,0.0,-4.661046056782334,0.03,0.0,0.0,0.0,0.01,0.0,0.28,1.4,1.64,0.12,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.34,0.0,0.07,0.0,0.0,3.46,3.22,0.3115141955835962,0
12.33,74.32,5.029854755094071,3.87,0.0,0.0,-4.359726601784267,0.0,0.0,0.0,0.0,0.0,0.01,0.32,1.33,1.75,0.1,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.27,0.0,0.06,0.0,0.0,3.4,2.87,0.3381995133819951,0
12.56,74.95,4.937730732073227,4.18,0.0,0.0,-4.547332484076431,0.0,0.0,0.0,0.0,0.01,0.02,0.49,1.33,1.67,0.12,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.93,0.27,0.0,0.06,0.0,0.0,3.42,3.22,0.32643312101910826,0
12.74,77.04,5.075153557786894,4.04,0.0,0.0,-4.341651177394034,0.02,0.0,0.0,0.0,0.0,0.0,0.42,1.38,1.54,0.15,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.95,0.31,0.0,0.04,0.0,0.0,3.3,3.23,0.3359497645211931,0
16.85,95.85,4.3125753184014055,2.38,0.97,0.05,-5.7831290801186945,1.65,0.0,1.92,0.0,0.01,0.02,0.99,1.99,0.08,0.03,0.965,0.0,0.02,0.0,0.02,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.02,1.93,0.15,0.0,0.0,5.77,0.0,5.92,2.27,0.12166172106824925,0
19.76,107.4,4.1175405844155835,4.11,0.99,0.0,-4.796251821862347,2.07,0.0,1.92,0.0,0.0,0.0,0.92,2.44,0.18,0.01,0.965,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.68,0.0,0.0,5.97,0.0,6.49,3.43,0.06831983805668017,0
19.96,119.45,4.695444083694084,2.69,0.99,0.0,-3.6791470941883766,6.38,0.0,1.31,0.0,0.01,0.0,0.31,4.29,0.73,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,5.94,0.0,4.6,2.66,0.07014028056112225,0
19.48,116.12,4.787722193011672,2.42,0.84,0.0,-3.613231211498972,8.11,0.0,0.99,0.0,0.0,0.02,0.07,3.73,0.93,0.03,0.515,0.0,0.01,0.0,0.02,0.0,0.0,4.32,0.17,0.03,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,5.64,0.0,3.85,2.4,0.0959958932238193,0
18.54,92.29,3.8224785068209455,4.3,0.0,0.0,-6.914631930960086,8.51,0.0,1.0,0.0,0.0,0.19,0.0,2.14,0.31,0.1,0.5,0.0,0.0,0.0,0.31,0.0,0.0,1.5,0.1,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.21,0.0,4.04,3.46,0.036138079827400214,0
15.48,85.81,4.528269766605666,5.96,0.0,0.04,-5.596598449612403,0.46,0.26,0.26,0.0,0.0,0.02,0.41,1.4,1.16,0.12,0.15,0.0,0.0,0.0,0.02,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.3,0.23,0.0,0.16,0.78,0.0,1.36,4.51,0.4069767441860465,0
15.71,87.67,4.58651922021508,6.07,0.0,0.11,-5.504729535327815,0.48,0.24,0.24,0.0,0.06,0.01,0.47,1.25,1.13,0.13,0.135,0.0,0.0,0.0,0.03,0.0,0.02,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.17,0.0,0.18,0.72,0.0,1.6,4.48,0.39847231063017186,0
16.28,91.08,4.574484071988221,6.4,0.01,0.05,-4.891905651105649,0.2,0.14,0.14,0.0,0.02,0.01,0.54,1.26,1.34,0.12,0.085,0.0,0.0,0.0,0.02,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.25,0.0,0.14,0.43,0.0,1.24,4.44,0.41154791154791154,0
14.79,83.47,4.607529594235427,5.8,0.0,0.11,-5.473691751183232,0.74,0.41,0.41,0.0,0.01,0.02,0.45,1.42,0.75,0.09,0.215,0.01,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.43,0.19,0.0,0.0,1.23,0.0,1.69,3.94,0.38471940500338064,0
16.09,91.34,4.65628386102296,6.13,0.05,0.13,-4.811978931013051,0.44,0.18,0.18,0.0,0.02,0.0,0.42,1.34,1.6,0.19,0.12,0.01,0.0,0.0,0.02,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.24,0.19,0.0,0.18,0.56,0.0,1.25,4.35,0.41143567433188316,0
16.91,93.78,4.524131016930677,6.96,0.04,0.01,-4.843118923713778,0.26,0.14,0.14,0.0,0.02,0.02,0.4,1.36,1.38,0.19,0.095,0.0,0.0,0.0,0.04,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.23,0.0,0.1,0.42,0.0,1.28,5.17,0.4039030159668835,0
17.32,95.2,4.410561358280116,7.28,0.0,0.01,-4.761066050808314,0.13,0.02,0.02,0.0,0.03,0.03,0.54,1.37,1.41,0.23,0.025,0.01,0.0,0.0,0.01,0.0,0.04,1.04,0.0,0.01,0.01,0.0,0.0,0.0,0.08,0.05,0.29,0.0,0.2,0.06,0.0,1.31,5.14,0.4035796766743649,0
16.71,95.09,4.627432770434722,6.71,0.01,0.02,-4.313554817474564,0.06,0.0,0.0,0.0,0.01,0.07,0.51,1.3,1.32,0.19,0.015,0.0,0.0,0.0,0.0,0.0,0.02,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.17,0.0,0.1,0.0,0.0,0.94,4.79,0.41053261520047873,0
17.91,101.26,4.580404877203153,7.52,0.0,0.03,-3.947031881630373,0.11,0.05,0.05,0.01,0.03,0.04,0.53,1.41,1.52,0.35,0.065,0.0,0.0,0.0,0.04,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.23,0.0,0.13,0.15,0.0,1.4,5.46,0.39028475711892796,0
17.83,98.9,4.4794972691352966,7.41,0.0,0.0,-4.413978070667415,0.21,0.05,0.05,0.01,0.0,0.04,0.56,1.52,1.41,0.23,0.05,0.0,0.0,0.0,0.1,0.0,0.02,0.99,0.0,0.01,0.01,0.0,0.0,0.0,0.16,0.06,0.16,0.0,0.14,0.15,0.0,1.26,5.12,0.3796971396522715,0
5.0,33.4,5.28,1.0,1.0,0.0,-7.267999999999999,1.39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.208,0
15.24,93.46,5.042183292040028,2.04,0.0,0.03,-3.5992871391076093,2.1,0.99,0.99,0.03,0.0,0.09,0.35,1.04,0.56,0.06,0.535,0.0,0.03,0.0,0.0,0.0,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.45,0.0,0.0,2.98,0.0,2.71,2.29,0.5150918635170604,0
15.34,92.58,4.937544923572636,2.01,0.02,0.0,-4.253553846153846,2.17,1.0,1.0,0.01,0.0,0.03,0.39,1.08,0.47,0.03,0.51,0.0,0.05,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.0,0.03,1.02,0.57,0.0,0.0,3.0,0.0,2.8,2.26,0.5208604954367666,0
15.36,94.2,5.011274185017656,2.21,0.0,0.0,-3.8762927083333327,2.23,1.02,1.02,0.02,0.0,0.07,0.41,1.09,0.55,0.03,0.535,0.0,0.02,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.07,0.51,0.0,0.0,3.08,0.0,2.95,2.02,0.5032552083333334,0
15.25,92.74,5.019236391256029,2.36,0.02,0.03,-3.7695819672131137,2.25,0.98,0.98,0.01,0.01,0.06,0.26,1.0,0.54,0.06,0.5,0.0,0.01,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.52,0.0,0.0,2.94,0.0,2.86,2.25,0.4977049180327869,0
17.07,102.87,4.920656938439145,2.44,0.0,0.0,-3.0914580550673705,2.74,1.02,1.02,0.01,0.02,0.04,0.53,1.14,0.58,0.03,0.545,0.0,0.08,0.0,0.01,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.09,0.47,0.0,0.0,3.07,0.0,3.22,2.33,0.4803749267721148,0
15.32,93.43,5.030330470054541,2.05,0.04,0.0,-3.7768187989556132,2.42,1.01,1.01,0.0,0.01,0.02,0.33,1.08,0.35,0.06,0.53,0.0,0.03,0.0,0.01,0.0,0.0,0.29,0.0,0.0,0.0,0.02,0.0,0.0,0.02,1.06,0.4,0.0,0.0,3.04,0.0,2.9,2.04,0.5006527415143603,0
15.65,95.07,4.983804487909752,2.07,0.0,0.0,-3.6732092651757178,2.2,1.0,1.0,0.0,0.0,0.03,0.3,1.01,0.46,0.08,0.52,0.0,0.04,0.0,0.01,0.0,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.04,0.43,0.0,0.0,3.0,0.0,2.78,2.06,0.5028753993610223,0
15.51,92.88,4.903921059547856,2.17,0.0,0.0,-3.9644397807865897,2.22,1.0,1.0,0.0,0.0,0.03,0.41,1.08,0.41,0.03,0.53,0.0,0.06,0.0,0.0,0.0,0.02,0.18,0.0,0.0,0.02,0.0,0.0,0.0,0.02,1.06,0.52,0.0,0.0,3.0,0.0,2.88,2.14,0.4835589941972921,0
14.97,89.87,4.926224660534123,2.01,0.03,0.0,-4.383764128256512,2.48,1.0,1.0,0.01,0.0,0.05,0.29,1.04,0.53,0.03,0.525,0.0,0.08,0.0,0.0,0.0,0.04,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.05,0.45,0.0,0.0,3.0,0.0,2.8,2.06,0.5090180360721442,0
15.84,94.35,4.89143277464214,2.22,0.0,0.01,-4.041314141414141,2.19,1.0,1.0,0.0,0.0,0.06,0.3,1.05,0.5,0.05,0.52,0.0,0.03,0.0,0.01,0.0,0.0,0.28,0.0,0.0,0.01,0.0,0.0,0.0,0.04,1.04,0.46,0.0,0.02,3.01,0.0,3.02,2.32,0.49053030303030304,0
44.38,296.27,5.4519754675054495,10.27,0.0,0.04,9.915451013970259,6.19,1.86,1.86,0.0,0.11,0.05,2.13,2.73,2.15,0.15,1.775,0.0,0.08,0.0,0.17,0.52,0.55,0.56,0.02,0.64,0.06,0.0,0.0,0.17,0.2,3.55,0.14,0.0,0.02,6.0,0.0,13.8,5.51,0.24425416854438936,0
43.94,296.76,5.482419335715498,9.29,0.0,0.0,10.102539918070097,6.65,1.9,1.9,0.01,0.07,0.08,1.96,2.83,2.07,0.06,1.83,0.0,0.05,0.0,0.14,0.93,0.8,0.7,0.0,0.0,0.01,0.0,0.04,0.09,0.16,3.66,0.12,0.0,0.01,6.28,0.0,15.06,4.85,0.24283113336367773,0
42.69,292.44,5.5874568613479365,9.29,0.0,0.04,10.017591449988291,5.52,1.71,1.71,0.02,0.14,0.06,1.85,2.61,2.14,0.09,1.72,0.0,0.08,0.0,0.2,1.84,0.51,0.66,0.04,0.71,0.04,0.01,0.04,0.11,0.23,3.44,0.04,0.0,0.0,5.58,0.0,13.92,4.82,0.24080580932302648,0
43.73,297.19,5.454836292860543,9.14,0.0,0.03,9.940300274411161,6.39,1.92,1.92,0.03,0.02,0.03,1.84,2.77,1.92,0.18,1.885,0.0,0.03,0.0,0.1,1.37,1.05,0.79,0.0,2.36,0.07,0.0,0.0,0.04,0.13,3.77,0.09,0.0,0.0,6.3,0.0,13.98,4.72,0.25703178595929566,0
43.45,296.94,5.452830321911038,8.09,0.0,0.09,9.752646144994248,7.92,1.87,1.87,0.03,0.06,0.05,1.88,2.53,1.49,0.11,1.955,0.0,0.15,0.0,0.26,1.07,0.91,0.77,0.0,4.74,0.05,0.04,0.0,0.0,0.34,3.91,0.12,0.0,0.0,6.39,0.0,14.24,4.41,0.23705408515535098,0
43.54,296.94,5.404901980930341,8.52,0.0,0.07,9.458721267799724,7.44,1.89,1.89,0.01,0.08,0.06,2.01,2.81,2.14,0.09,1.985,0.0,0.06,0.0,0.2,2.11,0.73,0.71,0.0,4.21,0.06,0.08,0.0,0.07,0.26,3.97,0.03,0.0,0.0,6.34,0.0,15.04,4.7,0.24230592558566835,0
43.14,295.26,5.532374343288839,7.83,0.0,0.09,9.735851738525731,6.08,1.83,1.83,0.02,0.0,0.04,1.72,2.71,1.48,0.06,1.73,0.0,0.0,0.0,0.14,0.81,0.85,0.69,0.0,2.04,0.03,0.22,0.0,0.14,0.18,3.46,0.09,0.0,0.0,6.13,0.0,15.14,3.97,0.23435326842837273,0
43.48,296.88,5.533581554042847,9.08,0.0,0.05,9.918671941122359,6.27,1.91,1.91,0.04,0.1,0.02,1.82,2.8,1.92,0.08,1.865,0.0,0.16,0.0,0.19,1.53,0.72,0.81,0.0,1.61,0.08,0.14,0.0,0.04,0.24,3.73,0.09,0.0,0.05,6.21,0.0,14.88,5.0,0.2527598896044158,0
43.14,292.01,5.54025410404898,9.05,0.0,0.05,9.752263421418636,5.58,1.75,1.75,0.1,0.06,0.02,1.82,2.72,1.88,0.12,1.85,0.0,0.11,0.0,0.13,0.49,0.74,0.66,0.0,0.58,0.03,0.04,0.0,0.11,0.16,3.7,0.06,0.0,0.04,5.78,0.0,13.74,4.97,0.26564673157162727,0
43.48,293.18,5.471410729621327,9.27,0.0,0.03,9.687991168353268,6.28,1.84,1.84,0.06,0.02,0.03,1.7,2.81,1.79,0.21,1.91,0.0,0.08,0.0,0.13,1.08,0.74,0.8,0.0,0.88,0.05,0.1,0.0,0.04,0.14,3.82,0.14,0.0,0.02,5.9,0.0,13.89,5.23,0.2665593376264949,0
45.42,299.53,5.327027544928536,10.76,0.0,0.02,10.133355261999125,5.78,1.97,1.97,0.01,0.06,0.03,2.08,2.95,1.58,0.11,1.965,0.0,0.1,0.0,0.19,1.34,0.58,0.54,0.0,0.0,0.56,0.05,0.0,0.04,0.2,3.93,0.02,0.0,0.0,6.51,0.0,16.12,5.63,0.23183619550858653,0
45.17,299.86,5.37180351919884,10.2,0.0,0.0,10.302235355324335,5.22,1.97,1.97,0.01,0.08,0.21,2.26,2.98,1.57,0.11,1.91,0.0,0.09,0.0,0.23,0.21,0.86,0.48,0.0,0.0,0.32,0.06,0.1,0.03,0.27,3.82,0.02,0.0,0.0,6.4,0.0,16.03,5.33,0.23201239760903256,0
42.76,286.59,5.422398820575759,9.35,0.0,3.59,8.929150233863425,3.68,1.48,1.48,0.0,0.08,0.1,1.69,2.36,1.59,0.16,1.56,0.0,0.04,0.0,0.09,0.16,0.9,0.6,0.0,0.01,0.26,0.1,0.0,0.01,0.11,3.12,0.04,0.0,0.0,4.79,0.0,16.47,5.2,0.2404115996258185,0
42.67,284.89,5.293398737536413,8.24,0.0,5.39,8.29667145535505,4.86,1.59,1.59,0.0,0.13,0.02,1.58,2.46,1.29,0.11,1.75,0.0,0.18,0.0,0.1,0.47,0.96,0.5,0.0,0.0,0.67,0.02,0.0,0.04,0.1,3.28,0.04,0.0,0.0,5.27,0.0,17.74,4.71,0.2067026013592688,0
44.4,297.77,5.4211348031129045,10.15,0.0,0.32,10.126855855855855,6.18,1.92,1.92,0.0,0.09,0.13,2.23,2.82,1.33,0.12,1.88,0.0,0.17,0.0,0.12,1.02,0.75,0.51,0.0,0.37,0.41,0.01,0.0,0.06,0.14,3.76,0.0,0.0,0.0,6.5,0.0,16.52,5.37,0.22635135135135134,0
45.31,298.48,5.274853180834134,11.01,0.0,0.02,9.953643323769594,5.49,1.95,1.95,0.0,0.1,0.19,1.91,3.02,1.83,0.09,1.9,0.0,0.09,0.0,0.08,2.12,0.84,0.51,0.0,0.36,0.66,0.07,0.0,0.02,0.09,3.8,0.05,0.0,0.0,6.54,0.0,15.82,6.47,0.22003972632972854,0
44.27,297.75,5.447146880240037,10.67,0.0,0.02,10.210109125818843,4.88,1.97,1.97,0.03,0.04,0.09,1.69,2.78,1.46,0.13,1.81,0.0,0.12,0.0,0.07,1.19,1.32,0.59,0.0,0.0,0.45,0.01,0.0,0.06,0.08,3.62,0.04,0.0,0.0,6.55,0.0,16.4,5.46,0.23379263609667947,0
43.46,293.54,5.505128049548801,10.11,0.0,0.0,9.969110078232859,4.65,1.77,1.77,0.0,0.11,0.1,1.92,2.53,1.54,0.1,1.85,0.0,0.07,0.0,0.06,0.56,0.97,0.75,0.0,0.01,0.52,0.04,0.0,0.03,0.06,3.7,0.01,0.0,0.02,5.85,0.0,15.95,5.44,0.23999079613437643,0
43.93,298.29,5.46856688637838,9.94,0.0,0.0,10.154309378556796,5.73,1.94,1.94,0.0,0.03,0.07,1.98,2.91,1.81,0.18,1.85,0.0,0.09,0.0,0.08,2.06,0.82,0.49,0.0,0.14,0.45,0.02,0.0,0.02,0.1,3.7,0.0,0.0,0.0,6.39,0.0,16.08,5.08,0.24174823582972912,0
44.09,295.81,5.411381916192717,10.24,0.0,0.02,9.832180970741671,5.55,1.86,1.86,0.01,0.14,0.08,1.81,2.9,1.68,0.17,1.895,0.0,0.15,0.0,0.1,1.78,0.59,0.53,0.0,0.02,0.58,0.14,0.0,0.01,0.13,3.79,0.01,0.0,0.04,6.19,0.0,16.62,5.26,0.23588115218870492,0
